사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,방지시설연간가동일수,방지시설조업시간,배출시설연간가동일수,배출시설조업시간,업종명,종별명,주생산품명,환경업무구분명,정제지번주소,정제도로명주소,정제우편번호
영남산업,20090522,폐업 등,20160418,,,,,,,,,기타 금속처리업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 212-17번지,대구광역시 북구 노원로1길 97 (노원동3가),
경연마,20090608,폐업 등,20140717,,,,,,,,,그외 기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동2가 189번지,대구광역시 북구 오봉로7길 71 (노원동2가),
명성edc,20090615,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1206-3번지 2층,대구광역시 북구 노원로 165-9 (노원동3가),
미주테크,20090623,폐업 등,20110823,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 241-8번지,대구광역시 북구 노원로9길 63-20  (노원동3가),
무지개패션,20090729,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 750-2번지 2층,"대구광역시 북구 침산로 290  (침산동,2층)",
(주)아이엘티,20090810,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1081번지 3층,"대구광역시 북구 노원로42길 14, 3층 (침산동)",
(주)엔유씨전자 신소재연구소,20090814,폐업 등,20110715,,,,,,,,,"도금, 착색 및 기타 표면처리강재 제조업",5종,,대기배출업소관리,대구광역시 북구 검단동 838-106번지,대구광역시 북구 검단로31길 55  (검단동),
(주)월드트랜드,20090824,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1093번지,대구광역시 북구 노원동로3길 56  (노원동3가),
(주)동우금속,20090909,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 258번지,대구광역시 북구 3공단로14길 11-1 (노원동3가),
대호경금속,20090911,운영중,,,,,,,,,,그외 기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 276번지,대구광역시 북구 노원로1길 49 (노원동3가),
인성산업,20090924,폐업 등,20110309,,,,,,,,,비금속광물제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 207-2번지,대구광역시 북구 팔달북로8길 65-1  (노원동3가),
그린테크,20091126,폐업 등,20120221,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1199-15번지,대구광역시 북구 오봉로 173 (노원동3가),
유신금속,20091203,폐업 등,20130814,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 46-5번지,대구광역시 북구 노원로1길 159  (노원동3가),
유창산업,20100104,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 36-4번지,대구광역시 북구 노원로25길 14-8  (노원동3가),
금상테크,20100104,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 183-9번지,대구광역시 북구 노원로21길 7 (노원동3가),
(주)서하산업,20100106,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 655-1번지,대구광역시 북구 팔달북로11길 13 (노원동3가),
한광바렐연마,20100128,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 177-8번지,대구광역시 북구 노원로21길 21  (노원동3가),
승리금속,20100324,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 침산동 1076-3번지,대구광역시 북구 노원로42길 26-21 (침산동),
한신테크,20100329,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 침산동 1100-13번지,대구광역시 북구 노원로40길 13-14 (침산동),
(주)아이피,20100329,운영중,,,,,,,,,,기타 내화요업제품 제조업,5종,,대기배출업소관리,대구광역시 북구 검단동 720-2번지,대구광역시 북구 검단로31길 56-7  (검단동),
동서알미늄,20100331,운영중,,,,,,,,,,기타 금속가공제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 400번지,대구광역시 북구 팔달북로 32  (노원동3가),
한성금속,20100428,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 259-1번지,대구광역시 북구 3공단로14길 13-1 (노원동3가),
금광테크,20100503,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 151번지,대구광역시 북구 노원로23길 9 (노원동3가),
일성산업,20100506,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 780-11번지,대구광역시 북구 노원로47길 20-15  (침산동),
태양쇼트,20100525,폐업 등,20130822,,,,,,,,,자동차부품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1048번지,대구광역시 북구 노원로40길 7  (침산동),
한국인닥타썸(주)영남지사,20040628,폐업 등,20081103,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 호산동 705-1번지,,
(주)삼종케미칼,,폐업 등,20071226,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 갈산동 400-56번지,,
ECO전착,20030106,운영중,,,,,,,,,,도장및기타피막처리업,5종,,대기배출업소관리,대구광역시 달서구 호산동 702-15번지,대구광역시 달서구 달서대로95길 111 (호산동),
(주)모토닉 대구공장,20030106,폐업 등,20111021,,,,,,,,,자동차 엔진용 부품 제조업,3종,,대기배출업소관리,대구광역시 달서구 신당동 1095-11번지,,
삼영공업(주) 2공장,20030122,폐업 등,20081107,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 갈산동 100-65번지,,
㈜한신특수가공,20030128,운영중,,,,,,,,,,섬유 염색 및 가공업,3종,,대기배출업소관리,대구광역시 달서구 갈산동 591-8번지,대구광역시 달서구 성서공단로 199 (갈산동),
광성전자(주),20030128,폐업 등,20080318,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 대천동 625번지,대구광역시 달서구 성서서로 57  (대천동),
주식회사 브이피에이치씨,20030128,운영중,,,,,,,,,,기타 조립금속제품 제조업,2종,,대기배출업소관리,대구광역시 달서구 장동 306-70번지,대구광역시 달서구 성서로 236 (장동),
(주)세양섬유,20030129,운영중,,,,,,,,,,기타 섬유제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 대천동 603-7번지,,
경희테크,19890509,운영중,,,,,,,,,,"알루미늄 압연, 압출 및 연신제품 제조업",5종,,대기배출업소관리,대구광역시 달서구 장동 306-7번지,대구광역시 달서구 성서공단북로 350 (장동),
우진섬유,19950406,운영중,,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 100-28번지,대구광역시 달서구 달구벌대로250길 67 (갈산동),
주식회사 미래금속,20030213,폐업 등,20170928,,,,,,,,,비철금속 주조업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 966-1번지,대구광역시 달서구 성서공단로21길 85 (갈산동),
(주)삼우에이엘,20030218,운영중,,,,,,,,,,"알루미늄 압연, 압출 및 연신제품 제조업",4종,,대기배출업소관리,대구광역시 달서구 갈산동 26-1번지,대구광역시 달서구 성서공단북로69길 32 (갈산동),
한모터스,20030220,운영중,,,,,,,,,,자동차 수리업,5종,,대기배출업소관리,대구광역시 달서구 장동 19-1번지,대구광역시 달서구 문화회관8길 26 (장동),
영진화학공업(주),20030307,폐업 등,20180628,,,,,,,,,기타 화학제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 358-90번지,대구광역시 달서구 성서서로 131 (갈산동),
(주)한국엠피엘,20030314,폐업 등,20100114,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 갈산동 400-65번지,대구광역시 달서구 성서공단북로42길 19  (갈산동),
(주)보경텍스타일,20030320,운영중,,,,,,,,,,직물 및 편조원단 염색 가공업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 358-17번지,대구광역시 달서구 성서공단로21길 53 (갈산동),
디에스엠,20030320,운영중,,,,,,,,,,금속 열처리업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 400-61번지,대구광역시 달서구 성서공단북로42길 30 (갈산동),
(주)성진열처리공업,20030327,운영중,,,,,,,,,,기타 금속처리업,5종,,대기배출업소관리,대구광역시 달서구 월암동 1-95번지,대구광역시 달서구 성서공단남로 175 (월암동),
(주)프로테크 이앤씨,20030401,폐업 등,20120420,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 대천동 599-3번지,대구광역시 달서구 성서로5길 47 (대천동),
(주)진양오일씰,20030418,폐업 등,20120323,,,,,,,,,고무제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 100-52번지,대구광역시 달서구 성서공단북로69길 53  (갈산동),
(주)캐프,20030512,폐업 등,20121101,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 대천동 712번지,대구광역시 달서구 성서로5길 11 (대천동),
창성테크,20030520,폐업 등,20130308,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 355-21번지,,
대흥정밀공업(주)파산동지점,20030527,폐업 등,20130717,,,,,,,,,,5종,,대기배출업소관리,대구광역시 달서구 호산동 705-12번지,,
영풍열처리,20030602,폐업 등,20080130,,,,,,,,,,4종,,대기배출업소관리,대구광역시 달서구 월암동 920-8번지,,
태경산업(주)이곡지점,20170303,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,,대구광역시 달서구 성서로71길 58 (이곡동),
(주)동양금속,20170405,운영중,,,,,,,,,,알루미늄주물 주조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 예현리 759-4번지,대구광역시 달성군 구지면 달성2차로 203,
신흥공업사,20170414,운영중,,,,,,,,,,기타 1차 비철금속 제조업,5종,,대기배출업소관리,,대구광역시 달서구 성서서로15길 7 (월암동),
한일제면,20170526,운영중,,,,,,,,,,그외 기타 분류안된 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 간경리 966-118번지,대구광역시 달성군 옥포면 비슬로455길 82,
(주)한국고분자,20180412,운영중,,,,,,,,,,자동차 차체용 부품 제조업,4종,,대기배출업소관리,대구광역시 달성군 구지면 창리 1363-2번지,대구광역시 달성군 구지면 국가산단대로33길 166,
태성도금,20180412,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 서구 비산동 2027-28번지,대구광역시 서구 염색공단천로12길 12 (비산동),
협진케미칼,20170925,운영중,,,,,,,,,,비금속원료 재생업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 노이리 1121-1번지,대구광역시 달성군 논공읍 노이길 181,
계명대학교 동산의료원 새병원,20180531,운영중,,,,,,,,,,종합 병원,4종,,대기배출업소관리,대구광역시 달서구 신당동 1000-2번지 계명대학교 동산의료원 새병원,"대구광역시 달서구 달구벌대로 1095, 계명대학교 동산의료원 새병원 (신당동)",
(주)동진상사,20171107,운영중,,,,,,,,,,직물 및 편조원단 염색 가공업,5종,,대기배출업소관리,대구광역시 서구 비산동 2041-124번지,대구광역시 서구 염색공단로 90 (비산동),
(주)엔엘테크,20171107,운영중,,,,,,,,,,자동차 엔진용 부품 제조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-156번지,대구광역시 달성군 논공읍 논공로91길 71-31,
(주)엔에스씨,20171107,운영중,,,,,,,,,,금속단조제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 구지면 예현리 770-2번지,대구광역시 달성군 구지면 달성2차1로 94,
창신장갑,20180511,운영중,,,,,,,,,,기타 섬유제품 제조업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 358-138번지,대구광역시 달서구 달서대로88길 8-12 (갈산동),
(주)대구은행,20171129,운영중,,,,,,,,,,국내은행,4종,,대기배출업소관리,대구광역시 수성구 수성동2가 118번지 대구은행본점,대구광역시 수성구 달구벌대로 2310 (수성동2가),
(주)남부목재,19880206,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 수성구 신매동 82번지,대구광역시 수성구 달구벌대로656길 24 (신매동),
남부자동차정비(주),19900503,운영중,,,,,,,,,,자동차 종합 수리업,4종,,대기배출업소관리,대구광역시 수성구 신매동 83-1번지,대구광역시 수성구 욱수천로 90-17 (신매동),
시지에이스자동차정비,19940324,폐업 등,20131104,,,,,,,,,,4종,,대기배출업소관리,대구광역시 수성구 사월동 385-2번지,,
지산시영2차단지,19910924,폐업 등,20100412,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 지산동 1234-1번지,대구광역시 수성구 지산로 5  (지산동),
지산시영5단지아파트,19910909,폐업 등,20080115,,,,,,,,,,3종,,대기배출업소관리,대구광역시 수성구 지산동 1297번지,대구광역시 수성구 용학로 325  (지산동),
